customer_id,age,annual_income,years_employed,credit_score,loan_amount,loan_term_months,num_credit_cards,debt_to_income,defaulted
CUST0412,32,86299.0,9.2,697.0,60692,36,0,0.703,0
CUST0413,34,108247.0,9.5,785.0,67013,60,1,0.619,0
CUST0414,28,51426.0,5.2,653.0,51521,60,7,1.002,1
CUST0415,23,51936.0,1.5,627.0,29138,60,1,0.561,1
CUST0416,51,96130.0,5.8,774.0,93662,24,0,0.974,0
CUST0417,63,126268.0,12.6,719.0,100887,36,6,0.799,0
CUST0418,28,49854.0,6.3,757.0,22044,48,3,0.442,0
CUST0419,35,83715.0,10.5,743.0,43736,60,2,0.522,0
CUST0420,44,115952.0,11.5,708.0,50719,12,5,0.437,0
CUST0421,61,107621.0,10.7,755.0,87112,60,4,0.809,0
CUST0422,52,,5.5,713.0,53301,24,7,0.654,0
CUST0423,55,,9.0,776.0,14138,12,3,0.16,0
CUST0424,47,83263.0,9.2,674.0,50662,48,5,0.608,0
CUST0425,40,81563.0,6.6,700.0,41350,48,7,0.507,0
CUST0426,31,60154.0,3.8,,79780,12,3,1.326,1
CUST0427,59,101241.0,11.5,771.0,38470,12,2,0.38,0
CUST0428,56,91939.0,8.6,643.0,37245,60,7,0.405,1
CUST0429,24,46069.0,2.4,732.0,58971,60,1,1.28,0
CUST0430,53,104282.0,10.6,753.0,108060,12,0,1.036,0
CUST0431,26,104194.0,3.4,604.0,61756,60,4,0.593,1
CUST0432,54,70065.0,10.6,790.0,38643,60,7,0.552,0
CUST0433,57,104880.0,11.2,850.0,92217,60,0,0.879,0
CUST0434,28,43117.0,1.4,726.0,5000,24,6,0.116,0
CUST0435,41,83941.0,5.9,787.0,22009,36,6,0.262,0
CUST0436,28,83438.0,9.7,717.0,56402,60,7,0.676,0
CUST0437,46,84388.0,4.6,581.0,97389,60,3,1.154,1
CUST0438,61,95873.0,4.3,571.0,62319,48,2,0.65,1
CUST0439,26,51806.0,0.0,674.0,41075,12,4,0.793,0
CUST0440,39,,7.2,666.0,96824,12,1,1.01,1
CUST0441,63,68736.0,11.6,656.0,97903,24,6,1.424,1
CUST0442,35,96957.0,6.0,695.0,60027,12,5,0.619,0
CUST0443,28,85986.0,9.0,749.0,64119,12,3,0.746,0
CUST0444,43,72228.0,0.0,570.0,94256,12,4,1.305,1
CUST0445,44,69802.0,9.3,676.0,18863,48,5,0.27,0
CUST0446,50,94478.0,14.1,833.0,93465,36,4,0.989,0
CUST0447,36,65169.0,2.9,605.0,26474,36,6,0.406,1
CUST0448,63,98884.0,10.2,775.0,76417,60,7,0.773,0
CUST0449,44,79766.0,5.6,660.0,54487,36,7,0.683,0
CUST0450,35,80868.0,3.5,718.0,39575,36,4,0.489,0
CUST0451,63,73342.0,10.4,783.0,33378,24,5,0.455,0
CUST0452,61,131607.0,15.7,803.0,104786,36,2,0.796,0
CUST0453,43,102764.0,13.7,795.0,98975,12,0,0.963,0
CUST0454,24,56243.0,3.3,599.0,39328,36,3,0.699,1
CUST0455,48,86413.0,14.8,808.0,66352,60,6,0.768,0
CUST0456,46,93766.0,8.5,654.0,82890,36,1,0.884,1
CUST0457,29,51028.0,10.9,723.0,16895,24,4,0.331,0
CUST0458,49,,8.6,728.0,89433,48,1,0.917,0
CUST0459,58,77378.0,11.0,747.0,76059,60,3,0.983,0
CUST0460,27,70882.0,6.1,713.0,110441,36,1,1.558,1
CUST0461,53,125792.0,19.8,716.0,86070,24,5,0.684,0
CUST0462,28,93823.0,7.8,619.0,60289,48,6,0.643,1
CUST0463,54,83840.0,7.6,759.0,79797,12,6,0.952,0
CUST0464,40,79748.0,10.4,725.0,77831,60,5,0.976,0
CUST0465,23,50261.0,3.0,745.0,25924,24,1,0.516,0
CUST0466,63,117213.0,9.9,721.0,79040,24,4,0.674,0
CUST0467,29,86104.0,8.2,614.0,76483,48,0,0.888,1
CUST0468,48,82296.0,8.8,770.0,43515,12,2,0.529,0
CUST0469,30,68473.0,6.3,667.0,42323,24,4,0.618,0
CUST0470,62,78952.0,11.3,739.0,61185,12,5,0.775,0
CUST0471,54,103567.0,10.9,681.0,99586,24,0,0.962,0
CUST0472,56,74223.0,11.5,823.0,42366,36,6,0.571,0
CUST0473,41,70917.0,1.3,613.0,12655,12,3,0.178,1
CUST0474,42,90889.0,9.8,692.0,26002,24,7,0.286,0
CUST0475,49,114104.0,5.8,711.0,57871,48,4,0.507,0
CUST0476,55,62958.0,5.4,614.0,18329,60,4,0.291,0
CUST0477,58,96180.0,10.4,740.0,68734,12,5,0.715,0
CUST0478,23,89934.0,4.5,795.0,41295,48,6,0.459,0
CUST0479,50,100331.0,6.9,673.0,59788,12,1,0.596,0
CUST0480,27,64737.0,7.6,721.0,31523,36,4,0.487,0
CUST0481,35,63200.0,2.1,492.0,37709,60,0,0.597,1
CUST0482,57,92910.0,9.1,,98778,48,3,1.063,0
CUST0483,33,70029.0,4.1,661.0,67085,24,6,0.958,1
CUST0484,56,85040.0,10.0,660.0,64135,24,6,0.754,0
CUST0485,42,83200.0,8.5,776.0,52257,48,2,0.628,0
CUST0486,32,36309.0,2.6,643.0,17701,60,3,0.488,1
CUST0487,37,86167.0,9.0,698.0,71836,24,4,0.834,0
CUST0488,45,92210.0,8.4,684.0,82009,12,3,0.889,0
CUST0489,55,,3.9,557.0,33244,36,1,0.469,1
CUST0490,48,42434.0,2.5,592.0,32628,48,2,0.769,1
CUST0491,62,116948.0,11.2,792.0,43015,36,3,0.368,0
CUST0492,59,,10.0,582.0,81344,60,4,0.796,1
CUST0493,54,82090.0,9.5,660.0,78335,60,7,0.954,1
CUST0494,48,83191.0,8.6,680.0,56232,48,4,0.676,0
CUST0495,35,54330.0,7.1,803.0,80711,12,3,1.486,0
CUST0496,40,74439.0,10.3,761.0,36442,60,5,0.49,0
CUST0497,27,46033.0,1.4,625.0,39308,48,6,0.854,1
CUST0498,38,83266.0,3.2,767.0,61661,24,3,0.741,0
CUST0499,61,79867.0,7.6,653.0,57694,36,3,0.722,0
CUST0500,40,92283.0,8.2,773.0,66697,60,1,0.723,0
CUST0501,27,71525.0,8.9,616.0,56000,60,6,0.783,1
CUST0502,50,88899.0,7.7,,85329,36,6,0.96,0
CUST0503,63,73899.0,3.4,654.0,85734,12,1,1.16,1
CUST0504,59,93896.0,5.3,628.0,70372,48,2,0.749,0
CUST0505,34,56158.0,3.5,660.0,60055,48,2,1.069,1
CUST0506,42,52112.0,5.9,702.0,23645,12,7,0.454,0
CUST0507,45,59631.0,6.9,659.0,61574,60,0,1.033,0
CUST0508,33,,6.1,725.0,31703,24,1,0.491,0
CUST0509,34,51224.0,5.2,643.0,62413,60,2,1.218,1
CUST0510,32,88873.0,9.2,751.0,115289,36,4,1.297,0
CUST0511,64,90193.0,9.5,742.0,64959,24,1,0.72,0
CUST0512,54,120439.0,7.1,708.0,42093,12,4,0.349,0
CUST0513,58,77434.0,12.1,692.0,46018,12,5,0.594,0
CUST0514,57,83354.0,5.4,702.0,89617,48,6,1.075,0
CUST0515,63,90721.0,12.7,763.0,80208,24,0,0.884,0
CUST0516,27,59619.0,5.2,817.0,50190,60,1,0.842,0
CUST0517,60,100681.0,10.4,781.0,97701,24,0,0.97,0
CUST0518,25,46259.0,9.6,762.0,45352,60,7,0.98,0
CUST0519,42,78232.0,5.6,850.0,85464,60,5,1.092,0
CUST0520,47,137624.0,15.1,787.0,123445,12,4,0.897,0
CUST0521,38,68238.0,6.2,722.0,84656,48,6,1.241,1
CUST0522,29,,1.2,711.0,51511,60,4,0.886,0
CUST0523,31,86454.0,5.9,630.0,84756,24,1,0.98,1
CUST0524,57,82941.0,6.9,670.0,55449,12,4,0.669,0
CUST0525,36,58346.0,4.1,645.0,30527,60,5,0.523,0
CUST0526,36,45504.0,7.8,732.0,71677,36,0,1.575,0
CUST0527,61,117095.0,12.9,726.0,92578,12,4,0.791,0
CUST0528,29,59702.0,,684.0,62484,60,3,1.047,1
CUST0529,61,97050.0,14.3,807.0,75510,48,0,0.778,0
CUST0530,61,115839.0,14.8,801.0,73976,12,2,0.639,0
CUST0531,48,94625.0,13.3,721.0,71210,24,3,0.753,0
CUST0532,29,66054.0,7.0,650.0,81132,12,2,1.228,1
CUST0533,29,91914.0,9.6,788.0,81151,60,2,0.883,0
CUST0534,34,32884.0,0.2,702.0,5000,12,5,0.152,0
CUST0535,47,98950.0,7.5,602.0,69477,48,3,0.702,1
CUST0536,29,37715.0,2.5,643.0,67497,36,3,1.79,1
CUST0537,42,72899.0,8.0,711.0,49971,36,6,0.685,0
CUST0538,27,88724.0,3.1,734.0,26932,60,0,0.304,0
CUST0539,45,99990.0,7.7,767.0,116640,60,2,1.167,0
CUST0540,23,83804.0,10.2,732.0,77866,12,0,0.929,0
CUST0541,52,75992.0,8.9,743.0,55454,12,7,0.73,0
CUST0542,25,60621.0,5.9,691.0,37295,12,1,0.615,0
CUST0543,31,68779.0,4.9,641.0,75396,48,6,1.096,1
CUST0544,30,70543.0,5.7,672.0,40984,36,1,0.581,0
CUST0545,57,95937.0,10.4,720.0,97214,12,2,1.013,0
CUST0546,25,68438.0,6.0,688.0,63257,24,4,0.924,1
CUST0547,41,90084.0,11.2,598.0,72946,36,6,0.81,1
CUST0548,47,83030.0,13.8,704.0,65474,48,1,0.789,0
CUST0549,44,79332.0,9.0,711.0,55650,24,1,0.701,0
CUST0550,51,111219.0,,709.0,106418,60,7,0.957,0
CUST0551,56,63095.0,6.5,674.0,28284,60,2,0.448,0
CUST0552,39,74657.0,6.8,727.0,20310,48,1,0.272,0
CUST0553,57,95204.0,13.4,662.0,84921,36,5,0.892,0
CUST0554,36,86410.0,9.3,605.0,78695,60,0,0.911,1
CUST0555,64,100871.0,12.3,706.0,86219,48,6,0.855,0
CUST0556,44,115361.0,10.8,777.0,95491,36,7,0.828,0
CUST0557,53,105939.0,,835.0,72402,36,6,0.683,0
CUST0558,59,92743.0,14.6,787.0,86882,60,2,0.937,0
CUST0559,56,109328.0,11.1,631.0,80994,36,0,0.741,0
CUST0560,58,82700.0,9.4,695.0,51309,12,3,0.62,0
CUST0561,45,79865.0,9.3,725.0,53037,60,2,0.664,0
CUST0562,24,52787.0,0.0,669.0,84044,12,7,1.592,1
CUST0563,43,79284.0,9.0,742.0,21294,48,5,0.269,0
CUST0564,30,63993.0,0.0,602.0,58990,48,7,0.922,1
CUST0565,60,69942.0,5.4,692.0,15516,36,6,0.222,0
CUST0566,32,66976.0,7.3,722.0,47851,12,5,0.714,0
CUST0567,32,66414.0,7.3,749.0,40271,36,0,0.606,0
CUST0568,33,51195.0,2.3,615.0,5000,60,0,0.098,0
CUST0569,49,97508.0,6.6,680.0,81690,24,0,0.838,0
CUST0570,46,109932.0,,558.0,74088,48,4,0.674,1
CUST0571,62,122669.0,9.7,684.0,45819,60,1,0.374,0
CUST0572,40,,14.5,717.0,122057,60,7,0.884,0
CUST0573,34,57899.0,6.2,621.0,74994,36,1,1.295,1
CUST0574,25,69616.0,5.9,701.0,84995,24,7,1.221,1
CUST0575,23,61977.0,9.4,699.0,54380,48,5,0.877,0
CUST0576,38,67116.0,7.3,548.0,51350,36,0,0.765,1
CUST0577,61,81029.0,7.9,717.0,89991,48,0,1.111,0
CUST0578,44,66463.0,7.6,636.0,86860,48,3,1.307,1
CUST0579,60,84142.0,10.8,748.0,88045,48,2,1.046,0
CUST0580,27,,0.5,575.0,15943,24,2,0.326,1
CUST0581,26,43929.0,3.9,674.0,37376,48,4,0.851,1
CUST0582,58,102872.0,8.2,693.0,86823,36,1,0.844,0
CUST0583,27,62434.0,7.9,716.0,7014,60,1,0.112,0
CUST0584,25,106624.0,4.7,705.0,90294,48,5,0.847,1
CUST0585,39,68689.0,6.2,674.0,101523,60,7,1.478,1
CUST0586,61,101420.0,10.8,623.0,90144,60,2,0.889,1
CUST0587,51,,10.0,614.0,87908,60,7,1.188,1
CUST0588,27,98391.0,6.9,666.0,77817,48,2,0.791,1
CUST0589,58,103973.0,7.3,707.0,76369,36,2,0.735,0
CUST0590,58,91294.0,7.2,663.0,76858,12,0,0.842,0
CUST0591,56,87898.0,13.7,772.0,47975,24,3,0.546,0
CUST0592,60,99000.0,9.6,698.0,53047,36,3,0.536,0
CUST0593,33,40139.0,1.5,597.0,57963,48,5,1.444,1
CUST0594,64,131355.0,13.1,725.0,128708,36,1,0.98,0
CUST0595,36,92458.0,8.0,722.0,47539,36,1,0.514,0
CUST0596,56,80972.0,5.3,712.0,82025,12,3,1.013,0
CUST0597,47,,9.3,822.0,37697,48,0,0.714,0
CUST0598,55,88509.0,12.4,682.0,73858,36,1,0.834,0
CUST0599,49,103236.0,10.1,715.0,87552,12,5,0.848,0
CUST0600,49,113833.0,10.9,,107250,24,7,0.942,0
CUST0601,48,,4.2,687.0,68628,60,4,0.77,0
CUST0602,55,74960.0,11.1,682.0,87244,12,1,1.164,0
CUST0603,54,95123.0,8.8,611.0,78149,36,7,0.822,1
CUST0604,28,76893.0,3.5,648.0,71402,36,4,0.929,1
CUST0605,57,81605.0,13.1,656.0,42872,12,5,0.525,0
CUST0606,45,100641.0,12.9,619.0,122971,12,1,1.222,1
CUST0607,36,99048.0,12.3,677.0,84622,60,4,0.854,0
CUST0608,44,93449.0,12.2,658.0,85773,36,0,0.918,0
CUST0609,63,74418.0,11.1,753.0,20433,24,5,0.275,0
CUST0610,59,98355.0,11.9,765.0,55667,12,1,0.566,0
CUST0611,58,101650.0,13.0,674.0,103471,36,7,1.018,0
CUST0612,42,80619.0,8.0,686.0,66776,48,0,0.828,0
CUST0613,55,88008.0,10.4,595.0,23903,48,5,0.272,0
CUST0614,39,80715.0,9.7,678.0,83379,12,1,1.033,0
CUST0615,51,89764.0,9.1,737.0,55360,48,5,0.617,0
CUST0616,49,87657.0,6.6,753.0,96792,60,3,1.104,0
CUST0617,33,63274.0,4.7,636.0,45523,24,7,0.719,1
CUST0618,34,74015.0,8.2,770.0,60015,12,5,0.811,0
CUST0619,25,65525.0,4.6,584.0,75081,60,2,1.146,1
CUST0620,28,42026.0,6.2,601.0,11775,36,0,0.28,0
CUST0621,41,95016.0,9.6,761.0,49419,48,4,0.52,0
CUST0622,43,78492.0,6.6,804.0,54546,24,3,0.695,0
CUST0623,29,76955.0,7.7,732.0,75914,24,0,0.986,0
CUST0624,40,98111.0,8.5,708.0,44304,24,4,0.452,0
CUST0625,48,45188.0,4.8,534.0,5000,24,1,0.111,1
CUST0626,32,57192.0,10.4,574.0,61016,36,1,1.067,1
CUST0627,37,74987.0,5.1,,42975,12,0,0.573,0
CUST0628,38,59293.0,1.6,644.0,35841,60,2,0.604,1
CUST0629,44,75013.0,4.7,614.0,15410,36,1,0.205,0
CUST0630,38,59268.0,3.6,680.0,29513,60,0,0.498,0
CUST0631,53,103545.0,9.8,726.0,77492,36,3,0.748,0
CUST0632,36,86490.0,5.7,756.0,85336,24,1,0.987,0
CUST0633,41,84240.0,6.4,706.0,46213,36,1,0.549,0
CUST0634,38,80308.0,8.9,787.0,96693,12,3,1.204,0
CUST0635,30,41085.0,6.5,683.0,15754,60,0,0.383,0
CUST0636,51,105979.0,10.3,714.0,64456,48,7,0.608,0
CUST0637,32,93906.0,7.1,772.0,104251,12,3,1.11,0
CUST0638,35,90588.0,8.3,644.0,72593,36,7,0.801,1
CUST0639,56,59885.0,3.4,850.0,32769,36,7,0.547,0
CUST0640,62,108487.0,10.1,746.0,77952,24,7,0.719,0
CUST0641,51,80148.0,2.3,702.0,89879,12,4,1.121,1
CUST0642,61,125082.0,11.2,766.0,126068,48,3,1.008,0
CUST0643,58,84918.0,10.5,838.0,45719,24,5,0.538,0
CUST0644,43,90743.0,11.2,772.0,67124,36,0,0.74,0
CUST0645,55,119229.0,13.8,638.0,91405,24,6,0.767,0
CUST0646,36,78461.0,7.2,790.0,37148,48,2,0.473,0
CUST0647,42,59280.0,6.0,665.0,43235,12,0,0.729,0
CUST0648,45,96099.0,9.7,723.0,72191,24,1,0.751,0
CUST0649,63,106460.0,9.8,636.0,104930,36,1,0.986,0
CUST0650,58,99379.0,10.5,755.0,101098,36,0,1.017,0
CUST0651,43,96754.0,11.0,679.0,65323,48,5,0.675,0
CUST0652,50,79939.0,7.3,706.0,55247,12,0,0.691,0
CUST0653,31,101074.0,8.2,692.0,90420,36,6,0.895,1
CUST0654,56,89830.0,12.3,850.0,54498,48,3,0.607,0
CUST0655,46,66530.0,5.3,815.0,62848,24,5,0.945,0
CUST0656,45,95485.0,11.3,726.0,69680,12,2,0.73,0
CUST0657,55,115764.0,12.2,738.0,65496,60,1,0.566,0
CUST0658,49,67399.0,9.2,680.0,29499,48,1,0.438,0
CUST0659,26,37086.0,,735.0,59650,48,5,1.608,0
CUST0660,35,,3.6,646.0,22339,48,5,0.65,1
CUST0661,30,63670.0,3.7,650.0,83840,48,2,1.317,1
CUST0662,53,82245.0,11.4,782.0,50384,48,2,0.613,0
CUST0663,24,46732.0,1.3,626.0,41456,36,7,0.887,1
CUST0664,31,84741.0,7.0,697.0,116195,12,6,1.371,1
CUST0665,48,64857.0,4.8,580.0,25380,36,3,0.391,1
CUST0666,52,93229.0,8.8,756.0,28170,24,1,0.302,0
CUST0667,44,80550.0,8.4,831.0,88717,48,2,1.101,0
CUST0668,59,136102.0,18.6,816.0,83887,36,4,0.616,0
CUST0669,61,93527.0,6.7,796.0,69690,60,4,0.745,0
CUST0670,28,72701.0,9.8,653.0,41636,36,1,0.573,0
CUST0671,63,102390.0,11.9,743.0,82692,36,0,0.808,0
CUST0672,48,,10.0,660.0,59950,60,3,0.556,0
CUST0673,49,96101.0,9.3,699.0,68117,36,6,0.709,0
CUST0674,26,49046.0,6.2,,46680,24,1,0.952,0
CUST0675,49,96974.0,8.4,717.0,50548,24,3,0.521,0
CUST0676,53,92611.0,14.3,643.0,54056,60,1,0.584,0
CUST0677,47,103068.0,7.1,621.0,69659,48,1,0.676,0
CUST0678,26,92841.0,8.4,619.0,38197,12,4,0.411,0
CUST0679,44,80888.0,5.9,725.0,51370,36,2,0.635,0
CUST0680,62,104138.0,11.1,850.0,80717,24,2,0.775,0
CUST0681,53,78205.0,6.2,783.0,49864,48,7,0.638,0
CUST0682,28,82038.0,6.5,573.0,55558,12,1,0.677,1
CUST0683,63,113638.0,16.1,843.0,84791,48,1,0.746,0
CUST0684,63,106074.0,11.2,787.0,65129,48,7,0.614,0
CUST0685,30,79999.0,4.8,,75203,24,4,0.94,1
CUST0686,56,75533.0,6.6,675.0,88241,12,0,1.168,0
CUST0687,40,67657.0,6.5,763.0,40526,48,3,0.599,0
CUST0688,47,51385.0,3.4,708.0,49213,24,4,0.958,0
CUST0689,41,54553.0,4.5,593.0,35643,60,2,0.653,1
CUST0690,55,70054.0,10.7,751.0,60581,48,4,0.865,0
CUST0691,64,129887.0,15.9,616.0,131862,60,5,1.015,1
CUST0692,56,153934.0,19.2,763.0,126641,36,2,0.823,0
CUST0693,62,117380.0,9.4,795.0,49020,60,6,0.418,0
CUST0694,62,93709.0,15.9,744.0,80270,12,3,0.857,0
CUST0695,26,78493.0,5.5,658.0,85993,24,7,1.096,1
CUST0696,33,91892.0,5.5,753.0,64044,12,0,0.697,0
CUST0697,53,90808.0,11.0,783.0,90010,48,2,0.991,0
CUST0698,47,88842.0,,794.0,51449,36,5,0.579,0
CUST0699,25,35042.0,4.9,731.0,5000,24,7,0.143,0
CUST0700,26,64481.0,3.4,747.0,51466,24,1,0.798,0
CUST0701,44,52427.0,3.5,721.0,5000,48,7,0.095,0
CUST0702,48,74075.0,3.8,699.0,50281,12,1,0.679,0
CUST0703,30,52682.0,7.5,697.0,67822,36,3,1.287,1
CUST0704,30,74383.0,4.6,670.0,13772,48,2,0.185,0
CUST0705,28,76008.0,3.2,601.0,28857,24,3,0.38,1
CUST0706,46,74132.0,8.4,640.0,32894,24,7,0.444,1
CUST0707,23,53386.0,6.7,670.0,38646,24,5,0.724,0
CUST0708,47,56340.0,9.1,715.0,34209,36,6,0.607,0
CUST0709,42,70344.0,5.5,782.0,83539,24,2,1.188,0
CUST0710,42,86356.0,11.6,718.0,85763,24,7,0.993,0
CUST0711,51,84775.0,14.3,798.0,74477,36,3,0.879,0
CUST0712,44,95915.0,9.6,785.0,75140,12,5,0.783,0
CUST0713,53,97030.0,12.8,715.0,81424,36,5,0.839,0
CUST0714,55,92564.0,14.0,773.0,50459,12,5,0.545,0
CUST0715,61,105281.0,14.7,725.0,97819,12,4,0.929,0
CUST0716,56,118730.0,12.1,820.0,64583,24,3,0.544,0
CUST0717,44,99184.0,9.9,759.0,92766,24,5,0.935,0
CUST0718,43,86410.0,9.5,,90903,12,7,1.052,1
CUST0719,32,68547.0,2.3,684.0,56049,60,3,0.818,1
CUST0720,48,78146.0,11.0,823.0,54733,24,4,0.7,0
CUST0721,28,52966.0,0.8,649.0,48531,60,1,0.916,1
CUST0722,62,95830.0,8.7,740.0,8919,60,2,0.093,0
CUST0723,58,105292.0,14.7,777.0,85619,60,6,0.813,0
CUST0724,28,82812.0,7.8,635.0,59615,60,5,0.72,1
CUST0725,56,100473.0,14.9,774.0,74241,12,1,0.739,0
CUST0726,27,70587.0,4.0,591.0,68484,24,4,0.97,1
CUST0727,53,88598.0,5.9,655.0,64804,48,6,0.731,1
CUST0728,26,18763.0,4.0,734.0,5000,36,0,0.266,0
CUST0729,43,101455.0,8.1,733.0,72980,12,0,0.719,0
CUST0730,50,44906.0,9.3,677.0,35166,36,3,0.783,0
CUST0731,53,96239.0,13.3,761.0,74708,60,5,0.776,0
CUST0732,40,90920.0,6.1,694.0,71752,60,2,0.789,0
CUST0733,61,100341.0,12.2,729.0,98122,24,6,0.978,0
CUST0734,55,62227.0,6.8,734.0,22777,24,6,0.366,0
CUST0735,31,58754.0,7.1,644.0,47931,24,4,0.816,1
CUST0736,51,,9.3,720.0,108211,24,3,1.017,0
CUST0737,53,55917.0,7.2,,5000,24,0,0.089,0
CUST0738,37,90875.0,6.0,594.0,72108,24,6,0.793,1
CUST0739,54,91133.0,9.2,652.0,55471,36,7,0.609,0
CUST0740,60,79314.0,10.0,813.0,51330,12,3,0.647,0
CUST0741,57,107593.0,16.0,773.0,60789,24,4,0.565,0
CUST0742,55,78822.0,9.7,624.0,55386,24,6,0.703,1
CUST0743,49,99113.0,8.1,609.0,114842,12,5,1.159,1
CUST0744,34,63266.0,0.0,654.0,19632,60,1,0.31,0
CUST0745,56,60553.0,7.3,795.0,19683,48,5,0.325,0
CUST0746,38,68646.0,6.1,678.0,22842,60,7,0.333,0
CUST0747,45,64352.0,6.0,773.0,86267,36,6,1.341,0
CUST0748,36,109923.0,11.0,749.0,72271,12,3,0.657,0
CUST0749,36,53269.0,6.0,715.0,39388,60,4,0.739,0
CUST0750,29,106203.0,9.4,631.0,70791,36,2,0.667,1
CUST0751,63,103741.0,11.7,788.0,57028,48,5,0.55,0
CUST0752,29,51111.0,5.4,660.0,33160,24,1,0.649,0
CUST0753,26,53721.0,4.4,734.0,94372,36,2,1.757,1
CUST0754,62,90436.0,11.3,668.0,98453,36,2,1.089,0
CUST0755,46,85461.0,13.9,743.0,45331,24,2,0.53,0
CUST0756,41,56642.0,0.0,682.0,56728,36,2,1.002,1
CUST0757,53,52721.0,3.2,662.0,21247,48,0,0.403,0
CUST0758,39,40035.0,5.4,704.0,5000,12,5,0.125,0
CUST0759,28,61405.0,5.1,666.0,68483,12,3,1.115,1
CUST0760,53,73337.0,11.8,675.0,80525,60,7,1.098,1
CUST0761,30,63118.0,7.0,797.0,70352,36,1,1.115,0
CUST0762,46,67823.0,7.1,763.0,40530,60,5,0.598,0
CUST0763,62,100272.0,14.5,689.0,71535,48,1,0.713,0
CUST0764,62,143694.0,14.6,791.0,124265,48,4,0.865,0
CUST0765,38,80306.0,7.5,652.0,68842,60,3,0.857,1
CUST0766,55,109321.0,13.1,658.0,73331,48,3,0.671,0
CUST0767,48,64154.0,9.6,772.0,12496,24,5,0.195,0
CUST0768,43,66651.0,6.0,578.0,52494,36,6,0.788,1
CUST0769,28,77810.0,7.3,759.0,82096,24,2,1.055,0
CUST0770,38,63412.0,7.3,678.0,21212,24,6,0.335,0
CUST0771,50,103561.0,9.1,702.0,91723,48,1,0.886,0
CUST0772,64,102260.0,16.3,774.0,83989,12,2,0.821,0
CUST0773,23,43365.0,0.0,692.0,49027,48,2,1.131,1
CUST0774,53,68809.0,5.1,632.0,70790,36,7,1.029,1
CUST0775,58,,6.7,746.0,50426,24,0,0.576,0
CUST0776,62,88773.0,10.1,722.0,31007,12,3,0.349,0
CUST0777,40,72837.0,6.5,612.0,42890,48,3,0.589,1
CUST0778,27,46138.0,0.1,645.0,54164,60,6,1.174,1
CUST0779,34,51464.0,3.0,760.0,26674,48,3,0.518,0
CUST0780,58,,7.8,816.0,56848,36,7,0.591,0
CUST0781,59,129596.0,18.6,814.0,57127,48,5,0.441,0
CUST0782,49,107231.0,14.7,665.0,118981,36,5,1.11,0
CUST0783,28,56223.0,3.8,708.0,60333,24,6,1.073,0
CUST0784,28,74968.0,3.9,738.0,73164,24,1,0.976,0
CUST0785,43,66462.0,4.1,728.0,71136,24,3,1.07,0
CUST0786,47,61300.0,2.4,722.0,58663,60,4,0.957,0
CUST0787,24,63250.0,4.0,703.0,42062,48,1,0.665,0
CUST0788,51,105609.0,6.1,698.0,75604,12,0,0.716,0
CUST0789,45,63655.0,7.9,657.0,38335,60,1,0.602,0
CUST0790,23,59208.0,0.0,536.0,102370,12,6,1.729,1
CUST0791,27,29442.0,2.5,683.0,34312,36,5,1.165,1
CUST0792,42,86439.0,8.1,717.0,54626,12,2,0.632,0
CUST0793,53,120606.0,10.8,765.0,100695,24,5,0.835,0
CUST0794,57,109050.0,11.7,642.0,59548,48,5,0.546,0
CUST0795,41,68659.0,3.2,719.0,84593,60,6,1.232,0
CUST0796,35,75233.0,9.1,840.0,41881,60,7,0.557,0
CUST0797,63,95186.0,8.9,717.0,82413,60,7,0.866,0
CUST0798,42,84839.0,9.7,708.0,87081,24,1,1.026,0
CUST0799,36,63430.0,6.5,710.0,56037,12,6,0.883,0
CUST0800,41,61412.0,3.1,807.0,48137,60,3,0.784,0
